Company Description,Company Name,Customer ID,Service Agreement Expiration,Website,Industry,Fax,Other Phones,Billing Street,Billing City,Billing State/Province,Billing Zip/Postal Code,Billing Country,Shipping Street,Shipping City,Shipping State/Province,Shipping Zip/Postal Code,Shipping Country
,Hand Hills Colony,2495938,1/22/2026 12:00 PM,,Feed,,Mobile (403-854-8820 x136);Mobile (403-854-4555),RR3,Hanna,AB,T0J 1P0,Canada,RR3,Hanna,AB,T0J 1P0,Canada
,Fore River Brewing,2178483,,,Brewery,,,,,,,,35 Park Ave,South Portland,ME,04106,USA
,Roy Umbarger And Sons,2179135,,,Feed,,,,,,,,111 N Baldwin Street,Bargersville,IN,46106-0695,USA
,Stephenson Service Company,2542588,,,Feed,,,,,,,,1859 IL Route 78 North,Stockton,IL,61085,USA
,Southern States,2187763,,,Agronomy-Dry,,,,,,,,725 S Roberts Ave,Lumberton,NC,28358,USA
,Cottom And Sons,2188251,,,Feed,,,,,,,,1570 Trout Creek Rd,Dillon,MT ,59725,USA
,Wicked Weed Brewing,2188392,,,Brewery,,Office (314-749-6684),,,,,,145 Jacob Holm Way,Chandler,NC,28715,USA
,Old Nation Brewing,2188395,,,Brewery,,,,,,,,1500 W Grand River Ave,Williamston,MI,48895,USA
,The Andersons Albion MI,2192208,,,Feed,,,,,,,,26250 B Drive N,Albion,MI,49224,USA
,Open Gate Brewery,2193435,,,Brewery,,,,,,,,5001 Washington Blvd,Halethorpe,MD,21227,USA
,Schutt Farms,2193705,,,Feed,,,,,,,,1270 Flynn Lane,Dillon,MT,59725,USA
,DME Process Systems ,2204666,,,Feed,,,,,,,,54 Hillstrom Ave,Charlottetown,PE,C1E 2C6,Canada
,Transagra,2206901,,,Other,,Office (712-229-7709),101 Gilbert Street,Storm Lake,Iowa,50588,USA,1607 N Lake Ave,Storm Lake,Iowa,50588,USA
,BC Hops,2206984,,,Feed,,,,,,,,1905 Cole Road,Abbotsford,BC ,V3G 1T3,Canada
,Helena Agri Enterprises - Artesia NM,2209142,,,Agronomy-Dry,,,,,,,,504 Lake Arthur Highway,Artesia,NM,88210,USA
,McEndaffer Cattle Company,2209336,,,Cattle,559-591-5728,Office (559-591-6790),,,,,,13681 Co Rd 12,Merino,CO,80741,USA
,Devils River Whiskey,2209385,,,Brewery,,Office (605-368-9007),,,,,,401 E Houston St,San Antonio,TX,78205,USA
,Pondera Colony,2209676,,,Feed,,Office (406-279-3629),300 Pondera Colony Road,Valier,MT,59486,USA,300 Pondera Colony Road,Valier,MT,59486,USA
,Baxter Brewing,2211697,,,Brewery,,Office (207-557-3704),130 Mill Street,Lewiston,ME,04240,USA,130 Mill Street,Lewiston,ME,04240,USA
,High River Colony,1989339,12/19/2025 12:00 PM,,Feed,,Mill (403-841-0012);Office (403-841-0012),PO Box 5610,High River,AB,T1V 1M7,Canada ,PO Box 5610,High River,AB,T1V 1M7,Canada 
,Little Bow Colony,2002301,1/11/2026 12:00 PM,,Feed,403-897-3758,Office (403-897-2257),Box 1587,Vulcan,AB,T0L 2B0,Canada,Box 1587,Vulcan,AB,T0L 2B0,Canada
,Osage Coop Elevator,1989503,4/11/2026 12:00 PM,,Feed,,Office (641-732-3768),216 Mechanic Street,Osage,IA,50461,USA,216 Mechanic Street,Osage,IA,50461,USA
,The Andersons Denison,2218110,,,Feed,,Office (712-263-2896),,,,,,2404 Hwy 30,Denison,IA,51442,United States
,Anuvia,2218391,,,Feed,,,,,,,,6751 West Jones Ave,Zellwood,FL,32798,USA
,Master Plant,2218488,,,Agronomy-Dry,,,,,,,,314 Orenda Road,Brampton,ON,L6T 1G1,Canada
,Pro Ex Extrusion,2222872,,,Feed,,Office (920-369-6284),3015 N Main Street,Oshkosh,WI,54901,USA,3015 N Main Street,Oshkosh,WI,54901,USA
,Bad Dad Brewery,2222988,,,Brewery,,Office (765-661-9729),,,,,,"407 W  Washington Street, Ste C",Fairmont,IN,46928,USA
,Ag Cooperative Corporate,2948752,,,Feed,,,2420 Clinton Road,Sedalia,MO,65301,USA,,,,,
,Ag Pack Corporate,2948753,,,Feed,,,115 McNeill Road,Sanford,NC,27330,USA,,,,,
,Yara,2249871,,,Other,,,,,,,,100 North Tampa St Ste 3200,Tampa,FL,33602,USA
,Al Safi Dairy Corporate,2251298,,,Feed,,,16455 Haradah Road,Al Kharj,SA,,Saudi Arabia,,,,,
,Hord Livestock,1989354,7/28/2025 12:00 PM,,Feed,,Office (419-562-9213);Mill (419-562-3009),"887 State Rt 98PO Box 808",Bucyrus,OH,44820,USA,"910 State Rd 98PO Box 445",Bucyrus,OH,44820,USA
,Carstens Livestock Feed Mill Corporate,2948760,,,Feed,,,1229 Pecan Ave,Bagley,IA,50026,USA,,,,,
,Lauritsen Cattle Company,2848160,,,Cattle,,Office (402-380-1139),,,,,,3015 Hwy 71,Exira,IA,50076,USA
,Majestic Milling Extruder Facility,2849971,6/16/2025 12:00 PM,,Feed,,,PO Box 280,Cassville,MO,65625,USA,16 West Mill St,Aurora,MO,65605,USA
,Norder Supply Fremont,2850574,3/29/2026 12:00 PM,,Agronomy-Liquid,,Office (402-353-6175),,,,,,2225 Q Road,Fremont,NE,68025,USA
,Wellman Produce,2849040,5/12/2026 12:00 PM,,Feed,,,1000 6th Street,Wellman,IA,52356,USA,1000 6th Street,Wellman,IA,52356,USA
,Concept Agri Tek,2847944,5/26/2026 12:00 PM,,Agronomy-Liquid,,,,,,,,1300 Plant Road,Charleston,MO,63834,USA
,Agricultural Services Inc.,2849988,3/29/2026 12:00 PM,,Agronomy-Dry,,Office (308-382-0160),,,,,,2777 N Broadwell Ave,Grand Island,NE,68803,USA
,Halifax Fertilizer,2875264,3/15/2026 12:00 PM,,Agronomy-Dry,,Office (252-445-5174),,,,,,1107 South Dennis Street,Enfield,NC,27823,USA
,Glacial Plains De Graff,2897215,10/1/2025 12:00 PM,,Feed,,,543 Van Norman Ave,Murdock,MN,56271,USA,105 Atlantic Ave,De Graff,MN,56271,USA
,Agriland FS Woodbine,2928218,3/4/2026 12:00 PM,,Agronomy-Liquid,,,421 N. 10th St,Winterset,IA,50273,USA,1972 Panora Ave,Woodbine,IA,51579,USA
,Agriland FS Underwood,2928212,2/22/2026 12:00 PM,,Agronomy-Liquid,,,421 N. 10th St,Winterset,IA,50273,USA,701 Highway Street,Underwood,IA,51576,USA
,Agriland FS Audubon,2928219,2/26/2026 12:00 PM,,Agronomy-Liquid,,,421 N. 10th St,Winterset,IA,50273,USA,1914 220th Street,Hamlin,IA,50117,USA
,VitaGold Brands Corporate,2958106,,,Feed,,,,,,,,135 S Quince,Escondido,CA,92025,USA
,Midwest Farms Corporate,2958164,,,Feed,,,,,,,,,,,,
,Coastal AgroBusiness Corporate,2948829,,,Agronomy-Dry,,,,,,,,,,,,
,Cashton Farm Supply Specialties Corporate,2948761,,,Feed,,,300 State Hwy 27,Cashton,WI,54619,USA,,,,,
,Cedar County Coop Corporate,2948762,,,Feed,,,,,,,,,,,,
,Rolling Farms,2276009,,,Feed,,,,,,,,Between 50th & 60th Ave on North Side of 500th St.,Swea City,IA,,USA
,"H2Old, LLC",2277356,,,Feed,,Mobile (Frank 404-580-7034),2379 John Glenn Drive Suite 106,Chamblee,GA,30341,USA,2379 John Glenn Drive Suite 106,Chamblee,GA,30341,USA
,William Langel & Todd Stiefel,2283572,,,Feed,,,"17359 Darwin Ave, Unit M&N",Hesperia,CA,92345,USA,"17359 Darwin Ave, Unit M&N",Hesperia,CA,92345,USA
,Jay Morris Construction,2307010,,,Feed,,,,,,,,140 North Michigan Street,Ashkum,IL,60911,USA
,Central Farm Service Corporate (CFS),2948763,,,Feed,,,,,,,,,,,,
,Meadow Lane Colony Rosser MB,2957462,,,Feed,,,Box 68,Rosser,MB,R0H 1E0,Canada,Box 68,Rosser,MB,R0H 1E0,Canada
,Regal Chemical Co,2321823,,,Agronomy-Dry,,,,,,,,600 Branch Drive,Alpharetta,GA,30004,USA
,National Canners Limited,2337386,,,Feed,,Office (868-642-3091 ),"PO Box 399Churchill Roosevelt Hwy",Arima,Trinidad,,West Indies,"PO Box 399Churchill Roosevelt Hwy",Arima,Trinidad,,West Indies
,High Field Farm,2337470,,,Feed,,Office (403-373-7162);Mill (403-373-7162),RR#3,Lacombe,AB,T4L 2N3,Canada,RR#3,Lacombe,AB,T4L 2N3,Canada
,Hill Farms,2338126,,,Feed,,Mobile (507-842-5402);Office (507-360-4407),78582 330 Ave,Worthington,MN,56187,USA,78582 330 Ave,Worthington,MN,56187,USA
,Tannerite Sports LLC,2338127,,,Other,,Office (541-744-1406),36366 Valley Road,Pleasant Hill,OR,97455,USA,76276 Industrial Park Way,Oakridge,OR,97463,USA
,Peterson Dust Solutions,2953619,,,Other,,Office (320-981-0430),4463 20th Ave,Clarkfield,MN,56223,USA,4463 20th Ave,Clarkfield,MN,56223,USA
,Holmes Agro Orangeville,2378738,8/30/2025 12:00 PM,,Agronomy-Dry,,,,,,,,473088 Dufferin County Road 11,Orangeville,ON,L9W 2Z3,Canada
,Matt Richards,2350397,,,Feed,,,,,,,,#64-27211 Hwy 12,Lacombe County,AB,T4L 0E3,Canada
,Cisco Seeds,2354954,,,Other,,Office (317-357-7013),602 N Shortridge Road,Indianapolis,IN,46219,USA,,,,,
,Tonewood Brewing,2359737,,,Brewery,,,,,,,,215 W Clinton Ave,Oaklyn,NJ,08107,USA
,Devenish Nutrition Hermosillo Sonora Mexico,2359740,,,Feed,,,"Blvd. Solidaridad No 335Edificio B, Piso 2 Local 1Colonia Paseo del Sol",Hermosillo ,Sonora,83246,Mexico,"Calle de La Plata no. 162Esq. con Av. De los TrigalesCol. Parque Industrial",Hermosillo ,Sonora,83299,Mexico
,Melvin J Huber,2962257,,,Feed,,Mobile (717-278-7057),457 Cold Springs Road,Elizabethtown,PA,17022,USA,457 Cold Springs Road,Elizabethtown,PA,17022,USA
,Ritter Cattle Co,2277380,12/28/2025 12:00 PM,,Cattle,,Office (417-389-2654),3200 2nd Street,Neosho,MO,64850,USA,5145 280th Street,Sheldon,IA,51201,USA
,Central Region Cooperative Sleepy Eye Grain - East,2502689,4/30/2026 12:00 PM,,Feed,,,,,,,,300 Oak St NE,Sleepy Eye,MN,56085,USA
,Performance Plus McCook,2800228,12/20/2025 12:00 PM,,Feed,,,,,,,,101 Burlington Northern Railroad,McCook,NE,69001,USA
,Five Star Cooperative New Hampton - OLD MILL **CLOSED**,2373887,,,Feed,,,,,,,,,,,,
,Premium Feed And Grain Brunsville,1989535,1/25/2026 12:00 PM,premiumfeedgrain.com,Feed,,Office (712-533-6514),"205 Elm StreetPO Box 177",Brunsville,IA,51008,USA,"205 Elm StreetPO Box 177",Brunsville,IA,51008,USA
,Uchu Brewing,2378688,,,Brewery,,,,,,,,937-1 Takanecho Kurabara,Yamanashi,,408-0013,Japan
,Michael Foods Corporate,2958623,,,Feed,,,,,,,,,,,,
,Cavendish Agri Services,2472873,,,Feed,,,,,,,,"Travellers Rest Warehouse848 Read Dr",Summerside,PEI,E1N 4J8,Canada
,Mission Dairy Hereford,2337482,,,Cattle,,,,,,,,3850 CR21,Hereford,TX,79045,USA
,Oklahoma State University,2635890,,,Feed,,Office (405-744-6060),201 Animal Science,Stillwater,OK,74078,USA,201 Animal Science,Stillwater,OK,74078,USA
,Ghostfish Brewing,2496033,,,Brewery,,,,,,,,2942 1st Ave S,Seattle,WA,98134,USA
,NorDak (AMVC),1989488,4/21/2026 12:00 PM,,Feed,701-275-6858,Office (712-563-2683 );Mill (701-275-6858),1885 Highway 71,Audubon,IA,50025,USA,13005 - 99th Street SW,Scranton,ND,58653,USA
,Yara Morehead City,2472804,,,Feed,,,1701 South Highland Ave,Baltimore,MD,21224,USA,,Morehead City,NC,,
,A L Gilbert OCFY Facility,2503874,,,Feed,,Office (209-634-9331),PO Box 459 Keyes Road,Keyes,CA,95328,USA,"7643 Emery Road ",Oakdale,CA,95361,USA
,Land-Grant Brewing,2509556,,,Brewery,,,,,,,,424 W Town Street,Columbus,OH,43215,USA
,Mark Hershey Farms,2947623,12/13/2025 12:00 PM,,Feed,,Office (717-867-4624),479 Horseshoe Pike,Lebanon,PA,17042,USA,479 Horseshoe Pike,Lebanon,PA,17042,USA
,Majestic Milling Corporate,2958627,,,Feed,,,,,,,,,,,,
,Sturgis Brewing,2542566,,,Brewery,,Office (605-490-3194),,,,,,600 Anna Street,Sturgis,SD,57785,USA
,Pursell Manufacturing,2542945,,,Feed,,Office (719-530-9096),PO Box 248,Poncha Springs,CA,81242,USA,6800 Bleck Drive,Rockford,MN,55737,USA
,Mid Iowa Milling Corporate,2958619,,,Feed,,,,,,,,,,,,
,Bald Birds Brewing,2543494,,,Brewery,,,,,,,,970 Rittenhouse Road #400,Audubon,PA,19403,USA
,Mid Iowa Coop Corporate,2958620,,,Feed,,,,,,,,,,,,
,White Rock Colony ,1992654,9/11/2026 12:00 PM,,Feed,605-537-4897,Mill (605-537-4873);Office (605-537-4871),47788 102nd Street,Rosholt,SD,57260,USA,47788 102nd Street,Rosholt,SD,57260,USA
,River Ranch Dairy,2569533,,,Cattle,,,,,,,,6127 Jackson Ave,Hanford,CT,93230,USA
,Cadelga Guatemala,2572446,,www.grupocadelga.com,Agronomy-Dry,,Office (+502 3064-2536),,,,,,unknown,,,,
,Pure Air Filtration,2581984,,,Other,678-935-0648,Office (678-935-1431),2905 Amwiler Road Ste E,Atlanta,GA,30360,USA,2905 Amwiler Road Ste E,Atlanta,GA,30360,USA
,Coker Feed Mill,2940603,,,Feed,,Office (919-778-3491),1439 Hood Swamp Road,Goldsboro,NC,27534,USA,1439 Hood Swamp Road,Goldsboro,NC,27534,USA
,Famo Feeds,2891602,,,Feed,,Office (800-450-2145),446 Industrial Drive,Freeport,MN,56331,USA,446 Industrial Drive,Freeport,MN,56331,USA
,Pridgeon Farms,1989536,4/2/2026 12:00 PM,,Feed,,Office (517-320-4185),1115 Pridgeon Road,Montgomery,MI,49255,USA,1115 Pridgeon Road,Montgomery,MI,49255,USA
,Coastal AgroBusiness Clinton ,2923100,3/15/2026 12:00 PM,,Agronomy-Dry,,,,,,,,1104 US Hwy 421,Clinton,NC,28328,USA
,Mast Landing Brewing,2609639,,,Brewery,,,,,,,,600 Saco St,Westbrook,ME,04092,United States
,Prairietown Feed,2955676,,,Feed,,,,,,,,8587 N Schiller St,Dorsey,IL,62021,USA
,Standard Nutrition,1989401,9/20/2025 12:00 PM,,Feed,712-852-4811,Office (712-852-8520);Mill (712-298-2288);Office (712-852-2712),1817 E Main Street,Emmetsburg,IA,50536,USA,1817 E Main Street,Emmetsburg,IA,50536,USA
,Murray Lake Colony,2969503,,,Feed,,,,,,,,,,,,
,Hilltop Pork LTD,1989341,,,Feed,,Mill (403-546-3775);Office (403-546-3775),"262022 Township Road 310PO Box 178",Linden,AB,T0M 1J0,Canada,"262022 Township Road 310PO Box 178",Linden,AB,T0M 1J0,Canada
,Orwigs Livestock Supplements,1989501,,,Feed,,Office (701-349-4420);Mill (701-783-4476),PO Box 4,Ellendale,ND,58436,USA,9723 - 94th Ave,Ellendale,ND,58436,USA
,"Grimmius Cattle Company, Inc.",2249492,3/24/2026 12:00 PM,,Cattle,,Office (559-585-8760),5715 Kansas Ave,Hanford,Ca,93230,USA,15605 Ave 208,Strathmore,CA,93267,USA
,Central Region Cooperative Fairfax,2154757,6/15/2026 12:00 PM,,Feed,,Office (507-426-8263),PO Box 429,Sleepy Eye,MN,56085,USA,64908 Highway 4S,Fairfax,MN,55332,USA
,Lost Tavern Brewing,2618880,,,Brewery,,,,,,,,782 Main Street,Hellertown,PA,18055,USA
,Penguin City Beer,2618939,,,Brewery,,,,,,,,460 E Federal St,Youngstown,OH,44503,USA
,Springer Family Foods LLC Corporate,2958140,,,Feed,,,,,,,,3321 County Road 5800,Independence,KS,67301,USA
,Spillville Mill Corporate,2958142,,,Feed,,,,,,,,1907 County Road W14,Calmar,IA,52132,USA
,South Central FS Corporate,2958145,,,Agronomy-Dry,,,,,,,,,,,,
,Nutrition Services Corporate,2958153,,,Feed,,,,,,,,,,,,
,JBS United Corporate,2958631,,,Feed,,,,,,,,,,,,
,J.E. Meuret Grain Company Inc. Corporate,2958632,,,Feed,,,,,,,,,,,,
,Kills Boro Brewing Company,2629133,,,Brewery,,Office (347-277-8680),,,,,,814 Richmond Terrace,Staten Island,NY,10301,USA
,Hord Elevator Corporate,2958634,,,Feed,,,,,,,,,,,,
,Helena Agri Enterprises Corporate,2958635,,,Agronomy-Dry And Liquid,,,,,,,,,,,,
,Heimerl Farms Corporate,2958636,,,Feed,,,,,,,,,,,,
,Heartland Cooperative Corporate,2958637,,,Feed,,,,,,,,,,,,
,Magna Manufacturing,2632781,,,Other,,,,,,,,PO Box 279,Ft. Walton Beach,FL,32549,32549
,Franklin Feed And Supply Corporate,2958638,,,Feed,,,,,,,,,,,,
,Farmers Union Oil Corporate,2958642,,,Agronomy-Dry,,,,,,,,,,,,
,Farmers Pride Cooperative Corporate,2958643,,,Feed,,,,,,,,,,,,
,Midwest Poultry Services Bryan,2640454,,,Feed,,,,,,,,14374 E State Hwy 21,Bryan,TX,77808,USA
,Simplot Albion,2958495,,,Agronomy-Liquid,,,,,,,,,Albion,NE,68620,USA
,ADM Co-Generation Plant,2641155,,,Feed,,Office (217-451-6040),PO Box 2576,Decatur,IL,62526,USA,4666 E Faries Parkway,Decatur,IL,62526-5630,USA
,Simplot Rayville,2976346,,,Agronomy-Dry,,Office (318.728.7367),,,,,,89 Industrial Loop,Rayville,LA,71269,USA
,Gavilon Peru S.A.,2647582,,,Agronomy-Dry,,,,,,,,,Gavilon,,,Peru
,Lehe Farms,1989424,,,Feed,765-563-3605,Office (765-563-3605),2536 East 1100 Street,Brookston,IN,47923,USA,2536 East 1100 Street,Brookston,IN,47923,USA
,Lester Feed And Grain,1989427,8/23/2026 12:00 PM,,Feed,712-478-4539,Office (712-478-4440);Mill (712-478-4003),"206 Clinton StreetPO Box 120",Lester,IA,51242,USA,"206 Clinton StreetPO Box 120",Lester,IA,51242,USA
,Miller Colony Chicken Mill,1989466,11/3/2025 12:00 PM,,Feed,,Mill (406-466-2538);Office (406-466-2355),5130 Hwy 89,Choteau,MT,59422,USA,5130 Hwy 89,Choteau,MT,59422,USA
,MapNap Farms,2010414,,,Feed,,Office (812-934-3194);Mill (513-600-7844 Matt's cell),4816 E Co Road 1250 N,Batesville,IN,47006,USA,4816 E Co Road 1250 N,Batesville,IN,47006,USA
,Gold Eagle Cooperative Eagle Grove,2160934,,,Feed,,,,,,,,"550 NW 8th St.PO 21335",Eagle Grove,IA,50533,USA
,Cedar County Coop Tipton,2249730,12/14/2025 12:00 PM,,Feed,,Mill (563-886-8222);Office (563-886-6177);Office (563-886-2745),906 E 7th St,Tipton,IA,52772,USA,906 E 7th St,Tipton,IA,52772,USA
,Coastal AgroBusiness Kinston ,2656864,,,Agronomy-Dry,,,,,,,,3102 NC-11 North,Kinston,NC,28501,USA
,South Central FS Sullivan,2672552,9/14/2025 12:00 PM,,Agronomy-Dry,,Office (217-728-2540),,,,,,982 CR 1350,Sullivan,IL,61951,USA
,Brown Farms ,2925487,6/14/2026 12:00 PM,,Feed,,,2810 480th Ave,Graettinger,IA,51342,USA,2810 480th Ave,Graettinger,IA,51342,USA
,Mid Kansas Coop,2929298,5/9/2026 12:00 PM,,Agronomy-Dry,,,,,,,,1971 S Country Club Rd,Chanute,KS,66720,USA
,Keystone Mills Organic,2943559,1/11/2026 12:00 PM,,Feed,,Office (315-549-8226),1975 State Route 336,Romulus,NY,14541,USA,1775 State Route 336,Romulus,NY,14541,USA
,Liquid Products LLC,2662495,,,Feed,,Office (585-384-5695),631 Waterloo Geneva Road,Waterloo,NY,13165,USA,16 Wilcox Street,Cohocton,NY,14826,USA
,Hufco,2664774,,,Feed,,,,,,,,25240 McQueen Road,Malta,IL,60150,USA
,Badger Hatchery,2665520,,,Feed,,,,,,,,1412 S Wisconsin Drive,Howards Grove,WI,53083,USA
,Chipman Farms,1989119,12/13/2025 12:00 PM,,Feed,712-744-4241,Office (712-744-3544);Mill (712-744-3544),844 Road M16,Harlan,IA,51537,USA,844 Road M16,Harlan,IA,51537,USA
,Heimerl Farms Johnstown,1989328,7/10/2025 12:00 PM,,Feed,740-967-2760,Mobile (614-206-1300);Office (740-967-0063),3891 Mink Street,Johnstown,OH,43031,USA,3891 Mink Street,Johnstown,OH,43031,USA
,City of Goldsboro NC,2179855,,,Other,,,,,,,,200 North Center St,Goldsboro,NC,27530,USA
,Maloney Cattle Company,2472801,9/10/2025 12:00 PM,,Cattle,,Office (618-272-7680);Mobile (618-313-0598),11000 Maloney Rd,Ridgway,IL,62979,USA,11000 Maloney Rd,Ridgway,IL,62979,USA
,Greensburg Soy Processors,2495418,9/20/2025 12:00 PM,,Other,,Mobile (937-302-8384);Office (812-663-6150),1015 W Main Street,Greensburg,IN,47240,USA,1015 W Main Street,Greensburg,IN,47240,USA
,Paustain Farms,2529489,,,Feed,,,,,,,,6520 200th 15th Street,Walcott,IA,52773,USA
,Lincolnland Agri-Energy ,2735307,,,Other,,,,,,,,10406 N 1725th Street,Palestine,IL,62451,USA
,Willow Mills Ltd,2889993,6/12/2026 12:00 PM,,Feed,,Mill (306-291-4938),39541 Range Road 3042,Osler,SK,S0K 3A0,Canada,39541 Range Road 3042,Osler,SK,S0K 3A0,Canada
,Independence Milling,1994172,9/20/2025 12:00 PM,,Feed,780-939-3225,Mill (780-939-5944);Office (780-499-2232),56518 Range Road 272,Sturgeon County,AB,T8R 1X5,Canada,56518 Range Road 272,Sturgeon County,AB,T8R 1X5,Canada
,Schoenfelder Feeds,2925020,9/13/2025 12:00 PM,,Feed,,,40857 271st Street,Dimock,SD,57331,USA,40857 271st Street,Dimock,SD,57331,USA
,Jonco Industries,2672454,,,Feed,,,2800 W Custer Ave,Milwaukee,WI,53209,USA,5611 W Mill Road,Milwaukee,WI,53218,USA
,Mid Iowa Milling New Mill,2004268,9/3/2025 12:00 PM,,Feed,563-875-7218,Office (563-875-2446),2998 197th Street,Earlville,IA,52041,USA,2998 197th Street,Earlville,IA,52041,USA
,Simplot Caldwell,2953634,3/20/2026 12:00 PM,,Agronomy-Dry,,,,,,,,17505 Simplot Blvd,Caldwell,ID,83607,USA
,Dixie Chemical,2675017,,,Agronomy-Dry,,,,,,,,1060 South NC 41 & 111,Beulaville,NC,28518,USA
,New Vision Cooperative Corporate,2958161,,,Feed,,,,,,,,,,,,
,Mountain West Ag Services Corporate,2958162,,,Feed,,,,,,,,,,,,
,Midwest Organics Corporate,2958163,,,Feed,,,,,,,,,,,,
,Black Frost Distillery,2675776,,,Brewery,,,,,,,,201 1st Street North,New Ulm,MN,56073,USA
,Mid State Milling Corporate,2958166,,,Feed,,,,,,,,,,,,
,Inside the Five Brewing,2710224,,,Brewery,,,,,,,,1040 N Westwood Ave,Toledo,OH,43607,USA
,Green Farms,2129188,1/13/2026 12:00 PM,,Feed,,Mobile (309-221-6558 John's);Office (309-729-5418),"Rt 1, Box 68",Little York,IL,61453,USA,"Rt 1, Box 68",Little York,IL,61453,USA
,Freedom Supply,2610097,,,Feed,,,,Wendell,NC,27591,USA,,,,,
,Prosser Belize,2714193,,,Agronomy-Dry,,,,,,,,Hydes Ln,Belize City,Belize,,
,Big Escambia Spirits,2727353,,,Brewery,,,,,,,,1185 Goat Feathers Lane,Atmore,AL,36502,USA
,Ameropa,2728609,,,Feed,,,,,,,,,,,,
,Codesa Colony,2973847,,,Feed,,,PO Box 300,Eaglesham,AB,T0H 1H0,Canada,PO Box 300,Eaglesham,AB,T0H 1H0,Canada
,Jefferson Pork,1989385,9/3/2025 12:00 PM,,Feed,403-653-1479,Office (403-653-1489);Mill (403-653-7303),Box 93,Aetna,AB,T0K 1Y0,Canada ,,,,,
,Two Rivers Cooperative,1992616,,,Feed,,Mill (641-780-0154);Office (641-628-4609);Office (641-628-4168);Office (800-223-5512),109 South Street,Pella,IA,50219,USA,109 South Street,Pella,IA,50219,USA
,Blue Diamond,2378976,,,Other,,Office (305-889-1782),"7752 NW, 74 Avenue",Miami,FL,33166,USA,1300 N Washington Road,Turlock,CA,95380,USA
,FM Ingredients,2495894,9/1/2025 12:00 PM,,Feed,,,,,,,,10924 Hilmar Road,Turlock,CA,95324,USA
,M and M Service Company,2961645,4/18/2026 12:00 PM,,Agronomy-Liquid,,,,,,,,147 E Madison,Girard,IL,62640,USA
,Verdesian,2732594,,,Agronomy-Dry,,,,,,,,,Cape Girardeau,MO,,USA
,Batson River Brewing,2751131,,,Brewery,,Office (202-709-9145),,,,,,73 Mile St,Wells,ME,04090,USA
,Central Region Coop / BCA Products,2754271,,,Feed,,Office (507-774-9625),24399 225th Ave,Sleepy Eye,MN,56085,USA,24399 225th Ave,Sleepy Eye,MN,56085,USA
,Newport Craft Brewing And Distilling,2754495,,,Brewery,,Office (215-376-5980),,,,,,293 JT Connell Highway,Newport,RI,02940,USA
,Trelleborg Applied Technologies,2755269,,,Agronomy-Dry,,Office (419-536-5741),4750 W. Bancroft,Toledo,OH,43615,USA,4750 W. Bancroft,Toledo,OH,43615,USA
,Seagate,2755551,,,Agronomy-Dry,,,,,,,,,Savannah,GA,,USA
,Disagro Ecuador,2756942,,,Agronomy-Dry,,,,,,,,,,,,
,Oklawaha Brewing,2785195,,,Brewery,,,,,,,,147 1st Ave E,Hendersonville,NC,28792,USA
,Sage Creek Colony,2474923,,,Feed,,Mill (406-450-0043),470 Laird Road,Chester,MT,59522,USA,470 Laird Road,Chester,MT,59522,USA
,Heimerl Farms Wabash,1989329,8/11/2025 12:00 PM,,Feed,,Office (419-253-0637);Mill (419-942-7500),3891 Mink Street,Johnstown,OH,43031,USA,1061 S Route 29,Celina,OH,45822,USA
,Lewis Pork Farm,1989428,9/1/2025 12:00 PM,,Feed,,Office (317-936-5178);Mill (317-696-8286),9342 East US Highway 40,Greenfield,IN,46140,USA,9342 East US Highway 40,Greenfield,IN,46140,USA
,Melrose Feed Mill,1989452,1/26/2026 12:00 PM,,Feed,320-256-3200,Office (320-256-3441),"224 Turkey Lane Box 201",Melrose,MN,56352-8175,USA,"224 Turkey Lane Box 201",Melrose,MN,56352-8175,USA
,Organic Unlimited,1989500,4/20/2026 12:00 PM,,Feed,610-593-2155,Office (610-593-2995),PO Box 238,Atglen,PA,19310,USA,120 Liberty Street,Atglen,PA,19310,USA
,Vermeer Dairy LTD,1992631,1/13/2026 12:00 PM,,Cattle,,Office (780-375-2122),RR #1,Ohaton,AB,T0B 3P0,Canada,RR #1,Ohaton,AB,T0B 3P0,Canada
