Company Name,Customer ID,Address Description,City,Country,Line 1,Line 2,Line 3,State,Zip
"New Mexico State University","2960286","Shipping","Las Cruces","USA","1780 E University Ave","","","NM","88003"
"New Rockport Colony","1989483","Shipping And Billing","Choteau","USA","200 18th Road NW","","","MT","59422"
"New Rosedale Feed Mill","2008199","Shipping And Billing","Portage la Prairie","Canada","Box 460","","","MB","R1N 3B7"
"New Vision Cooperative Corporate","2958161","","","","","","","",""
"New Vision Cooperative Jeffers","1989486","Shipping","Lismore","USA","115 3rd Ave N","","","MN","56155"
"New Vision Cooperative Jeffers","1989486","Billing","Jeffers","USA","412 East Peavey Street","","","MN","56145"
"New Vision Cooperative Magnolia","2174058","Shipping","Magnolia","USA","1856 County Hwy 4","","","MN","56158"
"New Vision Cooperative Worthington","1989484","Shipping And Billing","Worthington","USA","1301 Cty Rd 5","PO Box 877","","MN","56187"
"Newberry Feed","2883447","Shipping","Newberry","USA","2431 Vincent Street","","","SC","29108"
"Newport Craft Brewing And Distilling","2754495","Shipping","Newport","USA","293 JT Connell Highway","","","RI","02940"
"NexGen Probiotics LLC","2502340","Shipping","","","will move from location to location","","","",""
"Nexus ","2010710","Billing","Waverly","USA","PO Box 828","","","IA","50677"
"Nexus ","2010710","Shipping","Hazelton","USA","1877 - 110th Street","","","IA","50641"
"Nexus ","2010710","Grain Site Address","Dewar","","5901 1st St","","","IA",""
"Nick Dolezal","1989227","Shipping And Billing","Danube","USA","74165 County Road 1","","","MN","56320"
"Nitrofert","2846767","Shipping","","Columbia","","","","",""
"Nobis Agri Services","1989487","Shipping And Billing","Plainwell","USA","963 Industrial Pky","Box 394","","MI","49080-1437"
"NorDak (AMVC)","1989488","Shipping ","Scranton","USA","13005 - 99th Street SW","","","ND","58653"
"NorDak (AMVC)","1989488","Billing","Audubon","USA","1885 Highway 71","","","IA","50025"
"Norder Supply Aurora","2976209","Billing","Bruning","USA","PO Box 10","","","NE","68322.0010"
"Norder Supply Aurora","2976209","Shipping","Aurora","USA","1203 S O Rd #2","","","NE","68818"
"Norder Supply Fremont","2850574","Shipping","Fremont","USA","2225 Q Road","","","NE","68025"
"Norfeld Colony","1989489","Shipping And Billing","White","USA","20426 482nd Ave","","","SD","57276"
"North Country Feeds LTD","1989017","Shipping And Billing","Plum Coulee","Canada","NW 15-2-3W","","","MB","R0G-1R0"
"Northwest Missouri Farms LLC","1989490","Shipping And Billing","Tarkio","USA","23998 X Avenue","","","MO","64491"
"NuTech Biosciences Inc","2215512","Shipping And Billing","Oneida","USA","537 Fitch Street","","","NY","13421"
"Nutra Ag, LLC","2283390","Shipping And Billing","Versailles","USA","12747 Market Road","","","MO","65084"
"Nutrien Ag Solutions Bangor","2350551","Shipping","Bangor","USA","54200 28th Ave","","","MI","49013"
"Nutrien Ag Solutions Beemer","2928868","Shipping","Beemer","USA","630 Front Street","","","NE","68716"
"Nutrien Ag Solutions Bird City","2970056","Shipping","Bird City","USA","1302 Road 27","","","KS","67737"
"Nutrien Ag Solutions Corporate","2958152","","","","","","","",""
"Nutrien Ag Solutions Darlington","2633125","Shipping","Darlington","USA","1128 N Governor Williams Hwy","","","SC","29540"
"Nutrien Ag Solutions Mulberry","2258323","Shipping","Mulberry","USA","2100 Moores Lane","","","FL","33860"
"Nutrien Ag Solutions Newton","2892148","Shipping","Newton","USA","7250 E State Hwy 33","","","IL","62448"
"Nutrien Ag Solutions Pipestone","2179166","Shipping","Pipestone","USA","653 81st Street","","","MN","56164"
"Nutrien Ag Solutions Sauk Centre","2839720","Shipping And Billing","Sauk Centre","USA","801 Beltline Road","","","MN","56378"
"Nutrition Services Corporate","2958153","","","","","","","",""
"Nutrition Services Dearwester (Grain)","1989208","Billing","Golden","USA","PO Box 97","","","IL","62339"
"Nutrition Services Dearwester (Grain)","1989208","Shipping","Carthage","USA","2411 Nightingale Rd","","","IL","62321"
"Nutrition Services East Mill (New Feed Mill)","1989206","Shipping","Carthage","USA","2411 Nightingale Rd","","","IL","62321"
"Nutrition Services East Mill (New Feed Mill)","1989206","Billing","Carthage","USA","2411 Nightingale Road","","","IL","62321"
"Nutrition Services West Mill (Old Mill)","2819541","Shipping","Carthage","USA","1798 E Hwy 136","","","IL","62321"
"Nutrius Animal Nutrition Hereford","2289927","Shipping And Billing","Hereford","USA","3730 S Progressive Road","","","TX","79045"
"Nutrius Kingsburg","2878587","Shipping And Billing","Kingsburg","USA","39494 Clarkson Drive","","","CA","93631"
"O' Bryan Grain Farms","2010395","Billing","Owensboro","USA","10124 Boone Street","","","KY","42301"
"O' Bryan Grain Farms","2010395","Shipping","Owensboro","USA","6729 Curdsville Delaware Road","","","KY","42301"
"O'Shaughnessy Distillery","2351019","Shipping","Minneapolis","USA","600 Malcolm Ave SE","","","MN","55414"
"Oak Lane Colony","2955286","Shipping","Alexandria ","USA","26730 423rd Ave","","","SD","57311"
"Oakley","2883872","Shipping","St. Louis","USA","1 Angelica Street","","","MO","63147"
"Oberland Agriscience","2955016","Shipping","Halifax","Canada","10 Ragged Lake Blvd, Unit 9","","","NS","B3S 1C2"
"Off Square Brewing","2006474","Shipping And Billing","Crown Point","USA","11000 Delaware Pkwy","","","IN","46307"
"OK Colony","1989497","Billing","Raymond","Canada","Box 540","","","AB","T0K 2S0"
"OK Colony","1989497","Shipping","Raymond","Canada","90th Broadway N","","","AB","T0K 2S0"
"Oklahoma State University","2635890","Shipping And Billing","Stillwater","USA","201 Animal Science","","","OK","74078"
"Oklawaha Brewing","2785195","Shipping","Hendersonville","USA","147 1st Ave E","","","NC","28792"
"Olathe Specialty Feeds","1989498","Shipping And Billing","Montrose","USA","8347 6400 Road","","","CO","81401"
"Old Elms Springs Colony","2209418","Shipping And Billing","Parkston","USA","42021 - 268th Street","","","SD","57366"
"Old Mill Feeds","1989499","Shipping And Billing","Elie","Canada","324 100 James Valley Road","","","MB","R0H 0H0"
"Old Nation Brewing","2188395","Shipping","Williamston","USA","1500 W Grand River Ave","","","MI","48895"
"Oleet Processing","2958333","Shipping","Regina","Canada","Pinkie Road & Sherwood Drive","PO Box 26011","","SK","S4R 8R7"
"Opal Foods","2129719","Billing","Neosho","USA","16194 Hwy 59","","","MO","64850"
"Opal Foods","2129719","Shipping","Iowa Falls","USA","1166 Hardin Road","","","IA","50126"
"Open Gate Brewery","2193435","Shipping","Halethorpe","USA","5001 Washington Blvd","","","MD","21227"
"Orchid Isle Brewing","2895195","Shipping","Vero Beach","USA","2745 St. Lucie Ave","","","FL","32960"
"Organic Unlimited","1989500","Billing","Atglen","USA","PO Box 238","","","PA","19310"
"Organic Unlimited","1989500","Shipping ","Atglen","USA","120 Liberty Street","","","PA","19310"
"Orland Colony","2010305","Shipping And Billing","Montrose","USA","45050 246th Street","","","SD","57048"
"Orwigs Livestock Supplements","1989501","Shipping","Ellendale","USA","9723 - 94th Ave","","","ND","58436"
"Orwigs Livestock Supplements","1989501","Billing","Ellendale","USA","PO Box 4","","","ND","58436"
"Osage Coop Elevator","1989503","Shipping And Billing","Osage","USA","216 Mechanic Street","","","IA","50461"
"Oshkosh Heifer Development","2799910","Billing","Oshkosh","USA","PO Box 440","","","NE","66154"
"Oshkosh Heifer Development","2799910","Shipping","Oshkosh","USA","16780 Hwy 26","","","NE","66154"
"Osler Farms LTD","1989253","Shipping And Billing","Osler","Canada","Range Road 3043","","","SK","S0K 3A0"
"Other Half Brewing Brooklyn","2109125","Shipping","Brooklyn","USA","195 Centre St","","","NY","11231"
"Other Half Brewing Washington","2160683","Shipping","Washington","USA","1401 Okie St NE","","","DC","20002"
"Overtime Farms","1989504","Shipping And Billing","Marcellus","USA","53840 Brandt Road","Bacon Acre","","MI","49067"
"Ozark Organics New Mill","2140070","Billing","Buffalo","USA","19 Prairie Lane","","","MO","65622"
"Ozark Organics New Mill","2140070","Shipping","Buffalo","USA","34 Kelly Road","","","MO","65622"
"Ozatonka Acres","1989506","Shipping And Billing","Easton","USA","46850 140th Street","","","MN","56025"
"Pacific Elements","2218611","Shipping","Ceres","USA","5001 Prairie Flower Road","","","CA","95307"
"Pacific Elements","2218611","Billing","Turlock","USA","3220 W Monte Vista Avenue","#330","","CA ","95380"
"Paragon Feeds","1989509","Shipping And Billing","Abbotsford","Canada","480 Ross Road","","","BC","D4X 2M5"
"Parkston/Kaylor Grain Corporate","1989511","Corporate","","","","","","",""
"Parkview Colony","1989512","Shipping And Billing","Riding Mountain","Canada","Box 70","","","MB","R0J 1T0"
"Parrish And Heimbecker","2055803","Shipping","Viking","Canada","48020 Range Road","","","AB","T0B 4N0"
"Passel Farms Emmetsburg","2981326","Shipping And Billing","Emmetsburg","USA","1901 E Main Street","","","IA ","50536"
"Passel Farms Orangeburg","1989067","Shipping ","Orangeburg","USA","443 John C. Calhoun Drive","","","SC","29115"
"Passel Farms Orangeburg","1989067","Billing","Orangeburg","USA","PO Box 286","","","SC","29115"
"Paustain Farms","2529489","Shipping","Walcott","USA","6520 200th 15th Street","","","IA","52773"
"PDM Steckle Farms","1989513","Shipping And Billing","Zurich","Canada","74209B Bronson Line","RR2","","ON","N0M 2T0"
"Peace View Colony","1989514","Shipping And Billing","Farmington","Canada","Box 194","","","BC","V0C 1N0"
"Pearl Creek Colony","1989515","Shipping And Billing","Iroquois","USA","21085 415th Avenue","","","SD","57353"
"Pech Farms","1989516","Shipping And Billing","Winthrop","USA","1588 Taylor Avenue","","","IA","50682"
"Pemberton Grain","1989517","Shipping And Billing","Pemberton","USA","101 N Main","","","MN","56078"
"Pembina Colony","2975829","Shipping","Darlingford","Canada","RR1 Box 133","","","MB","R0G 0L0"
"Pembrook Colony","1989518","Shipping And Billing","Ipswich","USA","35955 139th Street","","","SD","57451"
"Penetics Inc","2735360","Shipping And Billing","Wellandport","Canada","64181 Con. 6 Rd","","","ON","L0R 2J0"
"Penguin City Beer","2618939","Shipping","Youngstown","USA","460 E Federal St","","","OH","44503"
"Performance Plus Grand Island","2569504","Shipping","Grand Island","USA","7150 Saint Paul Road","","","NE","68801-9225"
"Performance Plus McCook","2800228","Shipping","McCook","USA","101 Burlington Northern Railroad","","","NE","69001"
"Petaluma Farms","2010400","Shipping And Billing","Petaluma","USA","700 Cavanaugh Lane","","","CA","94952"
"Peterson Dust Solutions","2953619","Shipping And Billing","Clarkfield","USA","4463 20th Ave","","","MN","56223"
"Pettisville Grain Pettisville","2926413","Shipping And Billing","Pettisville","USA","18251 County Road DE","","","OH","43553"
"Pettisville Grain West Unity","2966844","Shipping","West Unity","USA","1101 Oak Street","","","OH","43570"
"Pettisville Grain West Unity","2966844","Billing","Pettisville","USA","18251 County Road DE","","","OH","43553"
"PFS Blends","2912888","Shipping","Holt Summit","USA","136 N Greenway","","","MO","65043"
"Philipsen Farms","2472802","Shipping","Lacombe","Canada","RR 5","","","AB","T4L 2N5"
"Pigcents - Hansen Mill","2005469","Shipping","Wayne","USA","57018 859 Rd","","","NE","68787"
"Pigcents - Hansen Mill","2005469","Billing","Carroll","USA","57045 861 Rd","","","NE","68723"
"Pigs for Yosemite Foods Snowflake (AMVC)","2878589","Shipping","Snowflake","USA","6705 Feed Mill Road","","","AZ","85937"
"Pigs for Yosemite Foods Snowflake (AMVC)","2878589","Billing","Audubon","USA","1885 Highway 71","","","IA","50025"
"Pillen Family Farms Albion","1989522","Shipping And Billing","Albion","USA","2416 State Highway 14","","","NE","68620"
"Pillen Family Farms Bartlett **CLOSED**","1989523","Shipping And Billing","Bartlett","USA","East Side of Hwy 281","","","NE","68622"
"Pillen Family Farms Columbus","1989525","Shipping And Billing","Columbus","USA","3214-25th Street","","","NE","68601"
"Pillen Family Farms Corporate","1989521","Billing","Columbus","USA","4438 Old Mill Court","","","NE","68601"
"Pillen Family Farms Corporate","1989521","Shipping ","Columbus","USA","3214 25th St","","","NE","68601"
"Pillen Family Farms Corporate","1989521","Billing","Columbus","USA","4438 Old Mill Court","","","NE","68601"
"Pillen Family Farms Inland","1989524","Shipping","Hastings","USA","31680 Road D","","","NE","68954"
"Pillen Family Farms Inland","1989524","Billing","Columbus","USA","3214 25th Street","","","NE","68601"
"Pincher Creek Colony","1989526","Shipping And Billing","Pincher Creek","Canada","Box 1028","","","AB","T0K 1W0"
"Pine Lake Corn Processors, LLLP","2572315","Shipping","Steamboat Rock","USA","33371 170th Street","","","IA","50672"
"Pink Rose Organix","1989520","Billing","El Dorado Hills","USA","PO Box 5611","","","CA","95762"
"Pink Rose Organix","1989520","Shipping","Slaton","USA","180 Railroad Ave","","","TX","79364"
"Pitman Family Farms","2671003","Shipping","Hanford","USA","10365 Iona Ave","","","CA","93230"
"Plainview Colony","1989527","Shipping And Billing","Leola","USA","12465 359th Street","","","SD","57456"
"Platte Colony","1989528","Shipping And Billing","Platte","USA","35271 270th Street","","","SD","57369-6007"
"PLC HMI Standards","2252550","","","","","","","",""
"Pleasant Valley Colony","1989529","Shipping And Billing","Belt","USA","734 McCoy Road","","","MT","59412"
"Poinsett Colony","1989530","Shipping And Billing","Estelline","USA","46527 - 189th Street","","","SD","57234"
"Poky Feeders","2010434","Shipping And Billing","Scott City","USA","600 East Road 30","","","KS","67871"
"Polagra LLC","2005127","Shipping And Billing","Genoa City","USA","W1274 County Road B","","","WI","53128"
"Poll Farms","2008257","Shipping and Billing","Hamilton ","USA","4406 134th Ave","","","MI","49419"
"Poly-C Farms","2159063","Shipping","Ponoka","Canada","RR4 Site 3, Box 1","","","AB","T4J 1R4"
"Pondera Colony","2209676","Shipping And Billing","Valier","USA","300 Pondera Colony Road","","","MT","59486"
"Porcherie Lac du Onze Ltee","2003023","Shipping And Billing","Notre Dame de Lourdes","Canada","C.P. 40","","","MB","R0G 1M0"
"Porcine Farms","2005363","Shipping And Billing","Galesburg","USA","22 Knox Road 1400 N","","","IL","61401"
"Pork Chop Hill Farms ","2975448","Shipping And Billing","Reading","USA","9300 W Reading Road","","","MI","49274"
"Pork Plus","1989531","Shipping And Billing","Jackson","USA","53310 880th Street","","","MN","56143-3093"
"Porky's Nutrition","2106417","Shipping","Zurich","Canada","71881 Goshen Line","","","ON","N0M 2T0"
"Prairie Elk Colony","2005368","Shipping And Billing","Wolf Point","USA","1436 Montana Hwy 528","","","MT","59201"
"Prairie Horizon Agri-Energy (ICM)","2124203","Shipping","Phillipsburg","USA","1664E 100 Rd","","","KS","67661"
"Prairie Organic Layer Farm","1989533","Shipping And Billing","Fergus","Canada","105 Queen St W ","Box 10","","ON","N1M 1S6"
"Prairie Pork Inc. ","1989532","Shipping And Billing","Wellman","USA","1880 - 170th Street","","","IA","52356"
"Prairie Queen Mill","1989505","Shipping And Billing","Nunda","USA","46274 223rd Street","","","SD","57050"
"Prairie View Pork","1989519","Shipping And Billing","Drexel","USA","6100 East Route A","","","MO","64742"
"Prairietown Feed","2955676","Shipping","Dorsey","USA","8587 N Schiller St","","","IL","62021"
"Pre Zero","2846681","","","","","","","",""
"Premier Feeds, LLC","1989534","Shipping","Wilmington","USA","238 Melvin Road","","","OH","45177"
"Premier Feeds, LLC","1989534","Billing","Sabina","USA","1 Solutions Ave","","","OH","45169"
"Premium Feed And Grain Brunsville","1989535","Shipping And Billing","Brunsville","USA","205 Elm Street","PO Box 177","","IA","51008"
"Premium Feed And Grain Merrill","2955122","Billing","Brunsville","USA","205 Elm Street","PO Box 177","","IA","51008"
"Premium Feed And Grain Merrill","2955122","Shipping","Merrill","USA","221 Main Street","","","IA","51038"
"Pridgeon Farms","1989536","Shipping And Billing","Montgomery","USA","1115 Pridgeon Road","","","MI","49255"
"Prinsburg Farmers Cooperative","1989537","Shipping And Billing","Prinsburg","USA","404 Railroad Avenue","","","MN","56281"
"Pro Cooperative Ayrshire","1989538","Shipping And Billing","Ayrshire","USA","3717 420th Street","","","IA","50515"
"Pro Cooperative Corporate","1989540","Shipping","Ruthven","USA","1505 Main Street","","","IA","51358"
"Pro Cooperative Corporate","1989540","Billing","Pocahontas","USA","17 3rd Ave NE","PO Box 189","","IA","50574"
"Pro Cooperative Rolfe","1989539","Shipping And Billing","Rolfe","USA","601 Broad Street","","","IA","50581"
"Pro Ex Extrusion","2222872","Shipping And Billing","Oshkosh","USA","3015 N Main Street","","","WI","54901"
"Pro Partners Milling LLC","2731740","Shipping","Luverne","USA","624 South Freeman Ave.","","","MN","56156"
"Pro Partners Milling LLC","2731740","Billing","Pipestone ","USA","1300 South Highway 75","","","MN","56164"
"Prosser Belize","2714193","Shipping","Belize City","","Hydes Ln","","","Belize",""
"Protein Sources","1989543","Shipping And Billing","Mapleton","USA","503 Silver Street East","PO Box 308","","MN","56065"
"Provision Feed","2953846","Shipping And Billing","Diagonal","USA","317 Broadway","","","IA","50845"
"Pryes Brewing","1989544","Shipping And Billing","Minneapolis","USA","1401 West River Road N","","","MN","55411"
"Pure Air Filtration","2581984","Shipping And Billing","Atlanta","USA","2905 Amwiler Road Ste E","","","GA","30360"
"Pure Country Pork","1989545","Billing","Ephrata","USA","2916 Road 12.8 NW","","","WA","98823"
"Pure Country Pork","1989545","Shipping","Ephrata","USA","7800 Road D NW","","","WA","98823"
"Pursell Manufacturing","2542945","Shipping","Rockford","USA","6800 Bleck Drive","","","MN","55737"
"Pursell Manufacturing","2542945","Billing","Poncha Springs","USA","PO Box 248","","","CA","81242"
"Quad County Corn Processors","2640838","Shipping","Galva","USA","6059 159th Street","","","IA","51020"
"Quality Liquid Feeds Clovis","1989546","Shipping And Billing","Clovis","USA","1133 Enterprise Drive","","","NM","88101"
"Quality Liquid Feeds Muskogee","2026944","Shipping","Muskogee","USA","2530 Port Place","","","OK","74403"
"Rahn Farms","2005130","Billing","Good Thunder","USA","16740 549th Ave","","","MN","56037"
"Rahn Farms","2005130","Shipping","Good Thunder","USA","17775 Gopher Road","","","MN","56037"
"Raley Colony","2153151","Shipping","Cardston","Canada","Box 2700","","","AB","T0K 0K0"
"Red Bridge Farms","2010443","Shipping And Billing","Princeton","USA","9530 325th Ave NW","","","MN","55371"
"Red Rooster Brew Werks And Distillery","2350255","Shipping","Hillsboro","USA","125 E Seward Street","","","IL","62049"
"Red Willow Colony","2959739","Shipping And Billing","White","USA","20019 474 Ave","","","SD","57276"
"Reddy Feed And Grain LLC","2975993","Billing","Livingston","United States","805 West Ridge Avenue","","","WI","53554"
"Reddy Feed And Grain LLC","2975993","Mill","Stitzer","United States","3984 Commercial Street","","","WI","53825"
"Reedy Fork Farms","1989547","Shipping And Billing","Elon College","USA","7092 Sockwell Road","","","NC","27244"
"Reeves Feed And Grain","1989548","Shipping","Griffin","USA","12407 Upper Griffin Road","","","IN","47616"
"Reeves Feed And Grain","1989548","Billing","Poseyville","USA","96 North Walnut Street","","","IN","47633"
"Regal Chemical Co","2321823","Shipping","Alpharetta","USA","600 Branch Drive","","","GA","30004"
"Reicks View Farms","1989549","Billing","Lawler","USA","PO Box 150","","","IA","52154"
"Reicks View Farms","1989549","Shipping","Lawler","USA","1020 Pembroke Ave","","","IA","52154"
"Remedy Brewing","2160654","Shipping","Sioux Falls","USA","611 N West Ave","","","SD","57104"
"Renaissance Nutrition","2010446","Shipping","Roaring Spring","USA","339 Frederick Road","","","PA","16673"
"Renaissance Nutrition","2010446","Billing","Roaring Spring","USA","PO Box 229","","","PA","16673"
"Republic Mills Okolona","1989550","Shipping And Billing","Okolona","USA","","888 School Street","","OH","43545"
"Reunion Island","2080508","Shipping","Baltimore","USA","1701 S. Highland Ave","","","MD","21224"
"Rice Farms Ltd","2039441","Shipping and Billing","LaCombe","Canada","5025 51 Street","","","AB","T4L 2A3"
"Ricketts Farm Service, Inc.","2959561","Shipping","Salisbury","USA","29394 Sterling Ave","PO Box 183","","MO","65281"
"Ridley Block","1989551","Shipping And Billing","Worthington","USA","2740 County Road 35 East","","","MN","56187"
"Rimrock Colony","1989552","Billing","Sunburst","USA","PO Box 159","","","MT","59482"
"Rimrock Colony","1989552","Shipping","Sunburst","USA","1214 Rim Road","","","MT","59482"
"Rio Creek Milling","2821179","Shipping","Luxemburg","USA","715 Frontier Rd","","","WI","54217"
"Ripberger Farms","2169521","Shipping And Billing","Falmouth","USA","7151E  600N","","","IN","46127"
"Ripon Milling","1989553","Shipping ","Ripon","USA","320 S Stockton Ave","","","CA","95366"
"Ripon Milling","1989553","Billing","Farmington ","USA","30636 E Carter Road","","","CA","95230"
"Ritter Cattle Co","2277380","Shipping","Sheldon","USA","5145 280th Street","","","IA","51201"
"Ritter Cattle Co","2277380","Billing","Neosho","USA","3200 2nd Street","","","MO","64850"
"River Mills","2105341","Shipping","Saint Malo","Canada","SW 17-4-5E","","","MB","R0A 1T0"
"River Ranch Dairy","2569533","Shipping","Hanford","USA","6127 Jackson Ave","","","CT","93230"
"River Valley Cooperative DeWitt","2975364","Shipping And Billing","DeWitt","USA","501 Lake Street","","","IA","52742"
"River Valley Cooperative Galva","2180533","Shipping And Billing","Galva","USA","210 SW 6th Ave","","","IL","61434"
"River Valley Organics","2008202","Shipping And Billing","Hartman","USA","277 County Road 3020","","","AR","72840"
"Riverdale Feed And Grain","1989555","Shipping And Billing","Riverdale","USA","6658 N Mill","","","MI","48877"
"Riverside Colony","1989556","Shipping And Billing","Huron","USA","40361 200th Street","","","SD","57350"
"Riverside Feeds, LLC","2353039","Shipping And Billing","Riceville","USA","300 Forest Street","","","IA","50466"
"Riverview Farms","2786168","Shipping And Billing","Orleans","USA","2262 E County Road 500 N","","","IN","47452"
"RMS Roller Grinder","2134757","Billing","Harrisburg","USA","27271 Ironworks Ave","","","SD","56181"
"Roaring Creek Egg Farms / Scattered Acres Farms","2970108","Shipping And Billing","Catawissa","USA","319 Middle Road","","","PA","17820"
"Rock Lake Colony","1989558","Shipping And Billing","Grosse Isle","Canada","Box 10","","","MB","R0C 1G0"
"Rockglen Colony","2755219","Shipping","Rockglen","Canada","","","","SK","S0H 3R0"
"Rockport Colony Alexandria","1989559","Shipping And Billing","Alexandria","USA","26209 Rockport Road","","","SD","57311"
"Roggen Farmers Elevator","2529593","Shipping","Roggen","USA","36402 Weld County Rd 24.5","","","CO","80652"
"Roggen Farmers Elevator","2529593","Billing","Roggen","USA","PO Box 8","","","CO","80652"
"Roggie Farms LLC","1989560","Shipping And Billing","Carthage","USA","36537 New York State Route 26","","","NY","13619"
"Rokey Farms LLC","2010447","Shipping And Billing","Sabetha","USA","2003 200th Road","","","KS","61081"
"Rolling Farms","2276009","Shipping","Swea City","USA","Between 50th & 60th Ave on North Side of 500th St.","","","IA",""
"Ron Wulfekuhle ","1989561","Shipping And Billing","Ryan","USA","3335 150th Avenue","","","IA","52330"
"Ronnfeldt Farms Inc. ","1989562","Shipping And Billing","Lyons","USA","1772 County Road 6","","","NE","68038"
"Rose Glen Farming Company","1989563","Shipping And Billing","Hilda","Canada","Box 117","","","AB","T0J 1R0"
"Rosedale Colony","2542571","Shipping","Etzikom","Canada","Box 569","","","AB","T0K 0W0"
"Roy Umbarger And Sons","2179135","Shipping","Bargersville","USA","111 N Baldwin Street","","","IN","46106-0695"
"Royal Dairy","2967506","Shipping","Royal City","USA","11792 Rd 12.5 SW","","","WA","99357"
"Ruby Ridge Dairy","1989564","Shipping And Billing","Pasco","USA","591 Bengen Lane","","","WA","99301"
"Rushwood Farms","1989569","Shipping And Billing","Kenton","USA","9800 Township Rd 179","","","OH","43326"
"S And C Pork","2005372","Shipping And Billing","St. Olaf","USA","20986 Hwy 52","","","IA","52072"
"Sacate Pellet Mills Inc","2052086","Shipping","Maricopa","USA","38351 W Cowtown Road","","","AZ","85239"
"Sage Creek Colony","2474923","Shipping And Billing","Chester","USA","470 Laird Road","","","MT","59522"
"Sailfish Brewing","2187707","Shipping","Fort Pierce","USA","130 N 2nd St","","","IL","34950"
"Salisbury Ag Center Inc. ","1989572","Shipping And Billing","Salisbury","USA","202 E Front Street","","","MO","65281"
"Salix Elevator, LLC","2307363","Shipping And Billing","Bingham Lake","USA","95 8th Street","","","MN","56118"
"Salsbery Pork Producers","1989571","Shipping","Sharpsville","USA","2450 W 550 N","","","IN","46068"
"Salsbery Pork Producers","1989571","Billing","Sharpsville","USA","1530 W 500 N","","","IN","46068"
"Sam Nutrition","2957090","Billing","Bloomington","USA","7760 France Ave South, Ste 1330","","","MN","55435-5800"
"Sam Nutrition","2957090","Shipping","Pemberton ","USA","Pemberton Grain","","","MN",""
"Sammon Acres","2004228","Shipping","Faribault","USA","2625 W 230th Street","","","MN","55021"
"Sammon Acres","2004228","Billing","Faribault","USA","2404 230th Street W","","","MN","55021"
"Sample Customer","1989040","","","","","","","",""
"Sample Dultmeier Customer","2892998","","","","","","","",""
"Sand Lake Farming Co. Ltd","2277178","Shipping","Val Marie","Canada","Box 278","","","SK","S0N 2T0"
"Sandy Road Farms - CLOSED","1989392","Shipping And Billing","Plains","USA","23179 5 Road","","","KS","67689"
"Sauder Feeds","1989574","Shipping And Billing","Grabill","USA","14033 Grabill Road","","","IN","46741"
"SC Feeds LTD","2029590","Shipping And Billing","Tourond","Canada","Box 4","","","MB","R0A 2G0"
"SCF / Lewis And Clark","2540859","SHIP TO","Sauget","USA","8 Pitzman Ave","","","IL","62201"
"SCF / Lewis And Clark","2540859","Shipping","Madison","USA","","","","IL",""
"Schmitz Grain","2640887","Shipping/Billing","Lake Wilson","USA","285 Broadway Ave","","","MN","56151"
"Schoenfelder Feeds","2925020","Shipping And Billing","Dimock","USA","40857 271st Street","","","SD","57331"
"Schott Family Farms","1989381","Shipping And Billing","Riverside","USA","5465 Oakcrest Hill Road SE","","","IA","52327"
"Schutt Farms","2193705","Shipping","Dillon","USA","1270 Flynn Lane","","","MT","59725"
"Schuyler Coop","2757289","Shipping","Richland ","USA","310 E Front Street","","","NE","68601"
"Schuyler Coop","2757289","Billing","Schuyler","USA","1303 G Street","","","NE","68661"
"Schwartz Finishing Corporate","2951377","Billing","Sleepy Eye","USA","32296 190th Street","","","MN","56085"
"Schwartz Finishing Leigh","1989441","Shipping","Leigh","USA","156 N Main St","","","NE","68643"
"Schwartz Finishing Leigh","1989441","Billing","Leigh","USA","PO Box 306","","","NE","68643"
"Schwartz Finishing Morgan","2958329","Shipping","Morgan","USA","711 Front Street","","","MN","56266"
"Schwartz Finishing Morgan","2958329","Billing","Sleepy Eye","USA","32296 190th Street","","","MN","56085"
"SCIC Agriculture Martinique","2327755","Shipping","Martinique","France","Pointe des Carrieres","B.P. 1089","97209 Fort De France Cedex","F.W.I.",""
"Scott Birkey","2010335","Shipping And Billing","Hopedale","USA","28260 Olympia Road","","","IL","61747"
"Scott Leystras","1989578","Shipping And Billing","Watford","Canada","4751 Old Walnut Road","","","ON","N0M 2S0"
"Scoular Company","2891201","Shipping And Billing","Omaha","USA","13660 California Street","","","NE","68154"
"Scova Dairy","1989579","Shipping And Billing","Ponoka","Canada","RR 1 Site 1 Box 4","","","AB","T4J 1R1"
"Scratch And Peck Feeds","1989580","Shipping And Billing","Burlington","USA","880 N Hill Blvd","","","WA","98233"
"Seaboard Foods","2005473","Billing","Perryton","USA","4200 S Main Street","","","TX","79070"
"Seaboard Foods","2005473","Shipping","Perryton","USA","12030 Hwy 15","Hwy 15 & CR 9","","TX","79070"
"Seagate","2755551","Shipping ","Savannah","USA","","","","GA",""
"Select Milling","1989581","Shipping And Billing","Claremont","USA","15251 585th Street","","","MN","55924"
"Sensenig Farms","2957132","Ship To","New Holland","USA","115 S Railroad Ave","","","PA","17557"
"Seville Colony","1989582","Shipping And Billing","Cut Bank","USA","PO Box 1409","","","MT","59427"
"Seward Ag Supply","2966061","","","","","","","",""
"Shady Lane Colony","1989583","Shipping And Billing","Wanham","Canada","Box 217","","","AB","T0H 3P0"
"Shamrock Colony","1989584","Shipping And Billing","Carpenter","USA","19087 413th Avenue","","","SD","57322"
"Shannon Colony","1989585","Shipping And Billing","Winfred","USA","43952 - 235th Street","","","SD","57076"
